,Name,Symbol,Exchange,Sector,Industry,Last,Chg. %,Market Cap,Vol.,P/E Ratio,"MACD (12,26 / 1D)",Revenue,Average Vol. (3m),EPS,Beta,Dividend,Yield,15 Minutes,Hourly,Daily,Weekly,Monthly,Daily,1 Week,1 Month,YTD,1 Year,3 Years,1-Year Change,Dividend Yield (%),P/E Ratio (TTM),Price to Sales (TTM),Price to Cash Flow (MRQ),Price to Free Cash Flow (TTM),Price to Book (MRQ),Price to Tangible Book (MRQ),EPS(MRQ) vs Qtr. 1 Yr. Ago,EPS(TTM) vs TTM 1 Yr. Ago,5 Year EPS Growth,Sales (MRQ) vs Qtr. 1 Yr. Ago,Sales (TTM) vs TTM 1 Yr. Ago (TTM),5 Year Sales Growth,5 Year Capital Spending Growth,Asset Turnover (TTM),Inventory Turnover (TTM),Revenue/Employee (TTM),Net Income/Employee (TTM),Receivable Turnover (TTM),52 wk Range - High,52 wk Range - Low,% Change from 52 wk High,% Change from 52 wk Low,Previous Month % Change,Gross margin (TTM),Gross Margin (5YA),Operating margin (TTM),Operating margin (5YA),Pretax margin (TTM),Pretax margin (5YA),Net Profit margin (TTM),Net Profit margin (5YA),Quick Ratio (MRQ),Current Ratio (MRQ),LT Debt to Equity (MRQ),Total Debt to Equity,Dividend Yield 5 Year Avg. (5YA),Dividend Growth Rate (ANN),Payout Ratio (TTM),ADX (14 / 1D),ATR (14 / 1D),Bull/Bear Power (13 / 1D),CCI (14 / 1D),Highs/Lows (14 / 1D),ROC (1D),RSI (14 / 1D),STOCH (14 / 1D),STOCHRSI (14 / 1D),Ultimate Oscillator (14 /1D),Williams %R (1D)
226,TOTVS ON,TOTS3,BM&FBovespa,Information Technology,Software,27.57,-2.34%,16.70B,4.92M,40.92,-0.59,3.90B,4.87M,0.78,1.24,0.23,-,Strong Sell,Strong Sell,Strong Sell,Strong Sell,Sell,-2.34,-6.35,-17.43,-3.39,-11.86,27.88,-11.42,0.83%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,37.98,22.44,-27.41,22.86,-6.94%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,21.62,1.38,-2.54,-166.85,-1.24,-6.51,40.42,42.33,0.00,38.52,-100.00
227,Equatorial Para Distribuidora de Energia,EQPA3,BM&FBovespa,Utilities,Electric Utilities,6.62,-0.15%,15.36B,8.00K,10.44,-0.03,6.65B,18.92K,0.63,0.42,0.88,-,Strong Sell,Strong Sell,Sell,Strong Buy,Strong Buy,-0.15,-1.19,0.30,31.89,32.67,129.86,34.52,13.34%,10.60,1.70,9.56,0.00,3.37,6.02,-2.27,47.18,-,-15.90,16.17,12.16,48.10,0.68,89.91,-,-,3.89,7.14,4.41,-7.28,50.11,-4.53%,32.35,-,25.66,11.76,19.07,9.84,16.01,9.80,1.30,1.56,103.82,97.72,-,24.00,17.50,23.96,0.23,0.08,4.38,0.00,-4.06,46.41,35.29,29.28,52.20,-54.32
228,Equatorial Para Distribuidora de Energia Pref,EQPA5,BM&FBovespa,Utilities,Electric Utilities,8.3,0%,15.36B,0.00,10.44,0.26,8.64B,329.00,0.63,0.42,0.88,-,Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,0.00,4.48,14.80,19.94,19.94,37.87,19.94,10.64%,10.60,1.70,9.56,0.00,3.37,6.02,-2.27,47.18,23.88,-15.90,16.17,12.16,13.84,0.68,89.91,-,-,5.20,8.4,5.9,-1.19,40.68,9.88%,32.35,-,25.66,16.75,19.07,13.05,16.01,10.86,1.30,1.56,98.68,97.72,-,144.00,79.34,58.82,0.42,0.87,101.39,0.71,18.57,59.30,76.14,80.07,66.87,-18.33
229,Equatorial Para Distribuidora Enrg,EQPA7,BM&FBovespa,Utilities,Electric Utilities,8.5,0%,15.36B,0.00,10.44,0.26,6.65B,475.00,0.63,0.42,0.88,-,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,0.00,9.72,0.00,26.87,24.27,25.37,24.27,10.39%,10.71,1.71,9.56,0.00,3.40,6.02,-2.27,47.18,-,-15.90,16.17,12.16,48.10,0.68,89.91,-,-,3.89,8.5,6.06,0.00,40.26,6.12%,32.35,-,25.66,11.76,19.07,9.84,16.01,9.80,1.30,1.56,103.82,97.72,-,117.86,17.50,67.10,0.41,0.49,87.12,0.58,4.69,53.20,56.74,68.59,58.68,-30.87
230,PORTO SEGURO ON,PSSA3,BM&FBovespa,Financial,Insurance,22.99,-0.91%,14.69B,1.84M,13.43,0.32,27.83B,2.15M,1.73,0.65,1.16,-,Neutral,Strong Sell,Neutral,Strong Buy,Strong Buy,-0.91,-4.09,-3.85,15.53,11.79,-15.25,9.11,5.04%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.02,16.88,-8.11,36.20,4.17%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20.17,0.75,-0.70,-12.09,0.00,4.74,49.50,55.61,35.73,45.71,-48.87
231,ULTRAPAR ON NM,UGPA3,BM&FBovespa,Energy,"Oil, Gas & Consumable Fuels",13.42,-0.37%,14.61B,7.80M,14.83,0.17,139.58B,7.68M,1.24,1.00,0.72,-,Strong Sell,Strong Sell,Neutral,Neutral,Neutral,-0.37,-4.21,-1.03,-3.68,-6.82,-36.43,-5.94,5.37%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.18,11.21,-11.59,19.71,5.89%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.11,0.60,-0.31,-22.23,0.00,2.21,49.27,50.81,4.18,46.95,-61.24
232,TAEE Pref,TAEE4,BM&FBovespa,Utilities,Electric Utilities,11.8,0.43%,13.62B,224.80K,6.78,-0.35,3.05B,276.26K,5.37,0.36,2.12,-,Strong Sell,Neutral,Strong Sell,Strong Sell,Neutral,0.43,-0.34,-10.74,-3.12,-0.51,21.12,-1.26,18%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.4,11.51,-23.38,2.52,-13.02%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,40.16,0.27,-0.50,-81.77,-0.17,-5.83,34.77,22.46,71.62,36.65,-75.42
233,Auren ON,AURE3,BM&FBovespa,Utilities,Independent Power and Renewable Electricity Producers,13.6,1.72%,13.60B,2.87M,46.69,-0.14,4.80B,3.19M,0.29,-,0.01,-,Strong Sell,Neutral,Strong Sell,Strong Sell,Neutral,1.72,-2.51,-4.23,-,-,-,-,0.1%,56.72,2.79,-,-10.83,1.03,6.89,30.56,-78.70,-,149.74,95.28,0.00,-,0.20,0.00,-,-,-,16.87,12.59,-19.38,8.02,-7.31%,22.07,-,13.79,-,6.52,-,4.91,-,1.16,1.77,101.08,44.86,-,0.00,0.00,22.95,0.50,-0.48,-96.79,-0.01,-0.88,44.65,29.46,32.78,42.11,-76.56
234,M.DIASBRANCO ON,MDIA3,BM&FBovespa,Consumer Staples,Food Products,40,1.32%,13.43B,952.10K,21.68,-0.41,9.53B,1.21M,1.82,0.41,1.65,-,Strong Buy,Strong Buy,Strong Buy,Buy,Strong Buy,1.32,2.96,-4.90,69.78,57.10,15.87,54.47,4.14%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,45.7,18.82,-12.47,112.54,-9.75%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31.04,1.36,0.85,129.37,0.96,6.18,52.23,83.14,100.00,64.90,-2.76
235,ENERGISA PN,ENGI4,BM&FBovespa,Utilities,Electric Utilities,7.23,-4.87%,13.33B,12.50K,10.31,-0.15,27.28B,16.68K,1.27,0.77,0.67,-,Strong Sell,Strong Sell,Strong Sell,Strong Sell,Buy,-4.87,-2.69,-10.41,2.93,7.56,-23.25,8.89,9.29%,8.46,0.73,7.31,101.46,1.70,-,-50.75,-5.45,66.52,-9.67,6.49,17.81,14.67,0.49,100.34,1.71,193.02,6.06,8.69,6.33,-16.80,14.22,-12.74%,22.54,-,18.26,14.41,12.87,9.75,8.60,7.07,0.84,1.22,228.93,237.18,-,558.33,37.25,41.12,0.31,-0.13,-59.08,-0.17,-6.47,42.47,29.43,50.35,42.00,-78.70
236,MULTIPLAN ON,MULT3,BM&FBovespa,Real Estate,Real Estate Management & Development,22.1,1.01%,12.94B,8.72M,18.10,-0.59,1.73B,5.27M,1.26,0.67,0.78,-,Strong Buy,Buy,Strong Sell,Strong Sell,Neutral,1.01,0.36,-13.20,19.37,12.46,-25.79,14.31,3.53%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,27.82,15.98,-20.56,38.30,-13.09%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,26.58,0.94,-1.39,-110.21,-0.16,0.09,41.72,30.50,55.15,45.28,-76.65
237,Xerox Corp BDR,XRXB34,BM&FBovespa,Information Technology,"Technology Hardware, Storage & Peripherals",82.5,2.61%,12.80B,1.00,-2.24,-0.28,3.51B,224.00,-7.10,1.73,3.51,-,Buy,Strong Buy,Neutral,Neutral,Strong Sell,2.61,2.61,8.10,-32.74,-29.50,-38.63,-28.98,4.25%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,131.03,66.65,-37.04,23.78,6.46%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,59.31,2.13,5.58,92.43,3.80,14.20,52.86,83.38,83.92,66.77,-14.04
238,MRS Logistica B,MRSA6BF,SOMA,Communication Services,Railroads,22.5,0%,12.51B,0.00,9.18,-2.86,3.40B,9.00,3.06,-,0.29,-,Neutral,Neutral,Sell,Strong Sell,Neutral,0.00,0.00,-10.00,-42.31,-35.55,49.70,-35.55,1.67%,18.58,2.67,13.29,38.42,2.68,2.49,-50.78,-41.35,10.87,24.16,17.26,6.19,21.33,0.40,17.37,720.13,113.79,10.99,42,17,-46.43,32.35,-10%,33.66,31.77,31.83,28.48,23.62,21.41,15.80,14.18,1.03,0.88,108.71,132.50,-,-22.45,0.00,49.04,4.20,-1.36,-32.78,-1.55,-16.82,46.29,37.40,34.71,49.01,-78.00
239,Grupo Vamos,VAMO3,BM&FBovespa,Industrials,Road & Rail,12.1,-2.65%,12.31B,6.94M,25.07,-0.47,3.96B,3.70M,0.51,0.52,0.15,-,Strong Sell,Strong Sell,Strong Sell,Strong Sell,Neutral,-2.65,-7.07,-21.12,1.00,-4.27,-,3.42,1.23%,23.77,2.92,-4.37,-2.41,3.46,4.95,23.58,29.46,43.71,66.03,77.46,0.00,-,0.38,6.40,2.05,292.64,7.11,16.69,9.62,-27.50,25.78,-17.74%,41.51,36.06,31.94,26.05,17.57,18.88,12.29,13.17,1.38,1.72,222.38,214.32,-,0.00,35.94,25.46,0.61,-1.29,-190.21,-0.54,-5.32,34.59,40.81,12.43,40.23,-95.51
240,Companhia de Locacao das Americas,LCAM3,BM&FBovespa,Industrials,Road & Rail,24.15,0%,12.25B,0.00,12.35,-0.03,6.68B,3.87M,1.96,1.40,1.47,-,Strong Buy,Strong Buy,Strong Buy,Neutral,Neutral,0.00,2.24,1.34,2.72,-11.57,44.18,-13.00,6.08%,12.35,1.87,56.66,2.07K,2.41,3.23,-3.36,90.80,67.92,10.05,11.43,53.89,83.52,0.42,50.26,-,-,10.20,29.93,19.72,-19.31,22.46,-7.35%,42.66,31.49,30.36,20.26,20.91,12.82,14.90,9.45,1.13,1.18,190.31,209.37,2.64,10.21,26.69,27.24,0.94,0.88,134.76,0.72,4.37,55.80,73.36,100.00,52.33,-2.88
241,TAEE,TAEE3,BM&FBovespa,Utilities,Electric Utilities,11.79,0.34%,12.20B,116.70K,6.78,-0.35,3.05B,164.89K,5.37,0.36,2.12,-,Sell,Neutral,Strong Sell,Strong Sell,Neutral,0.34,-0.92,-10.27,-2.72,-0.67,21.80,-1.59,18.02%,6.54,4.28,10.45,6.71,1.74,2.10,-43.67,-27.21,50.43,-50.78,-28.03,20.07,51.46,0.17,0.00,4.95,3.16,17.59,15.33,10.97,-23.09,7.47,-13.71%,85.25,-,78.06,90.63,74.68,73.55,65.49,63.03,3.28,3.71,87.47,122.40,-,40.26,44.70,40.45,0.28,-0.51,-78.64,-0.11,-4.92,35.53,32.06,100.00,42.43,-66.39
242,TAEE UNIT,TAEE11,BM&FBovespa,Utilities,Electric Utilities,35.4,0.83%,12.20B,1.63M,6.78,-1.03,3.05B,2.53M,5.37,0.36,6.37,-,Neutral,Neutral,Strong Sell,Strong Sell,Neutral,0.83,0.71,-9.69,6.23,8.87,30.82,7.62,18%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.72,32.39,-17.13,9.29,-14.06%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,38.32,0.85,-1.27,-69.12,-0.34,-4.66,36.66,21.80,91.74,29.75,-70.03
243,Rede Energia,REDE3,BM&FBovespa,Utilities,Electric Utilities,5.69,-0.52%,12.01B,300.00,7.60,-0.04,15.85B,1.58K,0.75,0.02,0.52,-,Neutral,Strong Sell,Strong Sell,Strong Sell,Strong Sell,-0.52,-2.57,-2.40,-13.00,-11.37,-29.75,-10.53,9.18%,8.08,0.78,10.72,10.28,2.95,-,-21.05,6.43,51.64,-14.51,8.31,15.06,5.23,0.64,201.13,-,-,6.72,7.16,5.5,-20.53,3.45,-5.32%,24.76,-,24.31,15.02,16.91,11.41,9.67,8.65,0.98,1.41,210.20,260.66,4.38,657.75,95.00,34.59,0.28,-0.34,-73.98,-0.08,-4.21,45.50,33.42,25.52,33.55,-81.55
244,ENERGIAS BR ON,ENBR3,BM&FBovespa,Utilities,Electric Utilities,20.95,0.67%,11.92B,1.81M,5.50,-0.31,18.46B,3.37M,3.88,0.37,1.40,-,Strong Sell,Sell,Strong Sell,Strong Sell,Strong Buy,0.67,-0.52,-6.10,10.44,9.60,11.73,8.78,6.7%,5.29,0.65,10.89,3.13,1.00,1.46,2.61,11.69,27.43,-19.40,-3.14,15.05,-14.66,0.51,48.55,5.77,723.14,6.40,24.04,18.18,-12.85,15.24,-8.02%,23.88,20.64,22.42,16.93,17.26,13.47,12.38,10.18,0.97,1.48,81.58,126.31,5.71,257.34,26.91,27.13,0.51,-0.39,-63.68,0.00,0.38,40.46,29.23,58.63,29.59,-73.08
245,GERDAU MET ON,GOAU3,BM&FBovespa,Materials,Metals & Mining,12.1,-0.98%,11.86B,159.30K,3.21,0.34,84.35B,161.19K,4.20,1.26,1.25,-,Strong Sell,Neutral,Strong Buy,Strong Buy,Strong Buy,-0.98,2.02,7.46,22.33,22.68,60.26,23.14,10.33%,3.05,0.16,2.12,0.78,0.82,6.61,-44.20,6.22,-3.56,-0.79,22.15,15.78,18.30,1.09,3.77,-,-,17.12,12.29,8.33,-1.55,45.26,15.85%,24.43,16.62,22.09,14.39,20.70,11.20,5.25,8.56,0.94,2.28,87.62,83.22,7.64,2.13K,21.67,20.58,0.39,0.60,91.51,0.24,2.54,62.99,80.00,61.40,60.05,-14.62
246,GERDAU MET PN,GOAU4,BM&FBovespa,Materials,Metals & Mining,13.7,0.22%,11.86B,9.68M,3.21,0.50,84.35B,9.81M,4.20,1.26,1.25,-,Strong Buy,Strong Buy,Strong Buy,Strong Buy,Strong Buy,0.22,1.86,12.11,28.81,22.87,116.09,23.28,9.12%,3.05,0.16,2.12,0.78,0.82,3.23,-44.20,6.22,0.00,-0.79,22.15,15.78,0.00,1.09,3.77,-,-,12.15,13.94,8.82,-1.72,55.33,21.69%,24.43,15.84,22.09,13.45,20.70,9.73,5.25,7.40,0.94,2.28,53.91,83.22,5.91,2.13K,143.67,24.25,0.46,0.44,84.36,0.27,5.55,68.44,73.16,41.95,60.29,-15.19
247,CIELO ON,CIEL3,BM&FBovespa,Information Technology,IT Services,4.4,0.46%,11.85B,43.09M,9.08,-0.25,11.55B,29.40M,0.53,0.86,0.25,-,Neutral,Sell,Strong Sell,Strong Sell,Strong Sell,0.46,-4.35,-18.08,99.80,111.65,-39.56,110.71,5.68%,8.27,1.07,-3.39,-3.56,1.09,57.81,98.79,54.67,-24.72,-12.39,-4.20,-1.02,5.41,0.11,0.00,2.82,271.88,0.16,6.15,1.92,-28.46,129.17,-19.5%,37.78,38.02,22.83,21.43,19.66,27.27,12.88,19.41,1.14,1.16,34.20,60.98,7.33,170.57,23.24,27.92,0.26,-0.55,-132.00,-0.27,-12.53,31.66,25.50,5.69,41.54,-89.29
248,ALPARGATAS ON,ALPA3,BM&FBovespa,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",12.67,0%,11.73B,4.10K,22.99,-0.89,3.97B,7.18K,0.68,0.70,0.40,-,Strong Sell,Strong Sell,Strong Sell,Strong Sell,Strong Sell,0.00,-5.66,-12.62,-58.93,-63.09,-52.93,-61.84,3.12%,20.93,2.26,29.97,-12.34,1.60,4.59,-74.69,-10.36,12.34,10.33,10.27,-0.53,26.11,0.63,1.81,-,-,4.56,34.41,12.5,-63.18,1.36,-17.68%,47.51,49.20,12.42,12.95,11.93,12.64,10.52,11.67,0.63,1.76,4.29,9.19,0.83,349.80,0.00,31.99,0.52,-1.65,-170.01,-0.79,-3.65,32.06,33.33,0.62,31.58,-91.91
249,ALPARGATAS PN,ALPA4,BM&FBovespa,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",14.89,0.2%,11.73B,2.76M,22.99,-1.19,3.97B,3.79M,0.68,0.70,0.44,-,Strong Sell,Strong Sell,Strong Sell,Strong Sell,Strong Sell,0.20,-4.43,-10.84,-59.60,-62.46,-53.07,-62.64,2.92%,20.93,2.26,29.97,-12.34,1.60,1.83,-74.69,-10.36,13.78,10.33,10.27,-0.53,29.71,0.63,1.81,-,-,5.05,40.97,14.68,-63.66,1.43,-23.72%,47.51,49.85,12.42,13.09,11.93,12.30,10.52,9.01,0.63,1.76,0.34,9.19,1.42,349.82,36.52,35.90,0.78,-1.85,-165.76,-0.69,-5.16,34.27,34.51,16.92,40.08,-91.19
250,Moda Soma,SOMA3,BM&FBovespa,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",10.53,0%,11.54B,5.16M,-,-0.67,4.73B,6.93M,0.40,-,0.09,-,Strong Sell,Strong Sell,Strong Sell,Strong Sell,Strong Sell,0.00,-2.41,-22.74,-17.28,-24.79,-,-24.30,0.86%,26.86,1.75,-61.67,71.60,1.11,4.70,-31.58,-44.04,-,80.60,130.81,27.05,-,0.47,1.86,214.63,-13.37,3.47,16.27,8.78,-35.28,19.93,-20.81%,55.80,-,7.85,-,5.19,-,6.50,-,0.91,1.98,11.10,15.25,-,0.00,23.75,39.83,0.69,-1.24,-112.64,-0.28,-8.28,36.98,32.42,53.56,50.29,-82.90
251,Unipar Carbocloro Pref,UNIP5,BM&FBovespa,Materials,Chemicals,96.5,-1.1%,11.27B,300.00,-,-1.04,7.85B,560.00,16.73,-,18.88,-,Strong Sell,Strong Sell,Strong Sell,Neutral,Strong Buy,-1.10,-1.98,-14.09,-6.22,-1.52,216.39,1.58,19.56%,5.16,1.22,7.08,3.84,3.41,5.07,-73.58,11.00,50.35,8.42,44.82,47.87,46.29,1.25,9.24,4.49,1.43,10.39,114,82.01,-15.35,17.67,-10.55%,46.94,36.15,35.93,26.84,36.23,24.91,23.71,17.26,1.52,2.06,57.37,50.77,10.40,858.06,27.71,25.97,2.96,-4.33,-55.78,0.00,-9.81,43.38,60.92,73.73,35.63,-45.07
252,UNIPAR ON,UNIP3,BM&FBovespa,Materials,Chemicals,85.68,-0.95%,11.27B,14.00K,5.74,-1.06,7.85B,22.82K,16.73,0.72,16.53,-,Buy,Neutral,Strong Sell,Neutral,Strong Buy,-0.95,-0.14,-10.94,0.34,12.96,183.99,10.08,19.29%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,103.6,71.83,-17.30,19.28,-8.38%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,25.86,2.90,-2.66,18.76,0.00,-1.35,44.80,62.00,81.93,59.95,-60.35
253,UNIPAR PNB,UNIP6,BM&FBovespa,Materials,Chemicals,95.35,-0.77%,11.27B,176.70K,5.74,-1.90,7.85B,197.08K,16.73,0.72,18.18,-,Strong Sell,Strong Sell,Strong Sell,Sell,Strong Buy,-0.77,-1.50,-16.18,11.98,29.25,348.92,24.79,18.92%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,117,72.49,-18.50,31.54,-9%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,31.65,3.53,-4.06,-84.10,0.00,-3.30,38.97,34.06,42.78,47.22,-82.43
254,Companhia Catarinense de Aguas e Saneamento Casan,CASN3,BM&FBovespa,Utilities,Water Utilities,12.81,0%,10.83B,0.00,-,-,1.32B,100.00,0.10,0.08,-,-,-,-,-,-,-,0.00,0.00,0.00,-0.06,-0.06,-12.32,-0.06,-,111.02,8.12,62.90,-31.40,5.86,-,-28.43,-41.16,33.74,23.66,11.80,5.83,-0.19,0.33,8.16,473.66,52.49,5.63,12.81,12.81,0.00,0.00,-,43.68,53.32,16.33,14.22,11.07,5.77,7.31,3.92,0.51,0.83,75.70,84.73,-,0.00,23.75,-,-,-,-,-,-,-,-,-,-,-
255,3R Petroleum,RRRP3,BM&FBovespa,Energy,"Oil, Gas & Consumable Fuels",33.27,-2%,10.40B,3.70M,34.79,-1.81,1.53B,4.51M,1.06,1.87,-,-,Neutral,Strong Sell,Strong Sell,Strong Sell,Neutral,-2.00,-7.94,-28.00,-0.83,10.49,-,5.92,-,31.65,4.50,26.40,-15.93,1.59,3.38,4.99K,167.64,-,161.41,171.27,103.63,-,0.26,32.98,-,-,9.14,51.58,26.86,-35.50,23.86,-20.45%,55.99,-,27.50,-,1.23,-,14.23,-,1.62,1.88,1.62,25.38,-,0.00,-,47.10,1.92,-6.26,-193.60,-2.06,-14.30,32.58,40.14,26.25,40.39,-95.09
256,Intelbras Sa,INTB3,BM&FBovespa,Information Technology,Communications Equipment,31.3,0.35%,10.25B,988.70K,24.33,-0.18,3.66B,1.16M,1.28,0.27,0.35,-,Buy,Neutral,Sell,Buy,Strong Buy,0.35,-2.86,-10.42,13.33,16.33,-,19.80,1.12%,24.35,2.61,-779.32,59.81,4.79,5.38,37.04,-13.98,-,49.25,34.75,22.34,-,1.04,2.42,-,-,5.29,36.66,22.14,-14.62,41.37,-11.91%,28.32,-,10.95,-,11.07,-,10.70,-,1.08,2.06,16.45,31.07,-,0.00,14.79,23.82,1.19,-1.42,-36.19,0.00,1.43,44.86,47.45,42.66,54.49,-66.57
257,EMBRAER ON,EMBR3,BM&FBovespa,Industrials,Aerospace & Defense,13.54,-0.66%,9.98B,6.56M,-9.67,0.13,20.28B,7.69M,-1.45,1.09,-,-,Sell,Neutral,Strong Sell,Neutral,Strong Sell,-0.66,-2.31,1.42,-45.45,-34.78,-26.81,-33.30,-,-9.43,0.49,8.76,2.45,0.75,3.91,31.54,-262.04,2.46,-2.76,-19.53,1.13,-14.05,0.37,1.22,1.47,-17.35,5.77,25.62,10.75,-47.15,25.95,-1.45%,18.77,14.62,-3.21,-1.00,-6.21,-4.41,-5.24,-5.76,0.82,1.77,131.39,129.85,0.88,0.00,-,27.45,0.54,-0.81,-123.92,-0.19,-2.52,48.32,39.62,0.00,48.12,-69.38
258,BRADESPAR PN,BRAP4,BM&FBovespa,Materials,Metals & Mining,28.59,-3.08%,9.91B,4.28M,1.68,0.99,5.00B,4.58M,15.11,0.62,9.04,-,Neutral,Neutral,Strong Buy,Strong Buy,Strong Buy,-3.08,-0.56,9.79,20.91,27.15,131.31,25.76,31.61%,1.88,0.00,2.24,9.50,1.43,1.38,-9.66,9.10,66.61,0.00,0.00,0.00,0.00,0.86,0.00,-,-,45.82,35.08,20.35,-18.50,40.49,17.87%,-,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.04,9.56,0.01,0.01,21.50,297.87,48.66,37.20,0.87,1.43,73.49,0.38,4.04,62.14,74.49,33.67,53.49,-34.08
259,BRADESPAR ON,BRAP3,BM&FBovespa,Materials,Metals & Mining,25.65,-3.32%,9.91B,121.00K,1.68,0.78,5.00B,130.92K,15.11,0.62,8.22,-,Buy,Neutral,Strong Buy,Strong Buy,Strong Buy,-3.32,-2.66,6.43,24.39,22.90,135.97,20.54,32.03%,1.88,0.00,2.24,9.50,1.43,1.47,-9.66,9.10,66.75,0.00,0.00,0.00,-,0.86,0.00,-,-,45.82,30.31,19.31,-15.37,32.83,17.97%,-,-,0.00,97.52,0.00,97.12,0.00,95.68,9.04,9.56,0.01,0.01,21.61,297.86,50.25,34.24,0.93,0.36,44.72,0.05,3.01,57.44,78.65,38.54,60.37,-37.99
260,Sul America Pref,SULA4,BM&FBovespa,Financial,Insurance,6.93,-1.42%,9.90B,4.50K,49.03,-0.10,22.75B,10.71K,0.45,1.17,0.06,-,Sell,Strong Sell,Strong Sell,Strong Sell,Strong Sell,-1.42,-7.10,-13.38,-23.34,-19.32,-47.32,-19.42,0.92%,46.85,0.37,15.60,-13.86,1.02,1.39,-82.47,-55.62,-12.69,18.30,11.29,3.74,36.00,0.79,0.00,3.65,223.60,-,12.6,6.33,-45.00,9.48,-6.02%,10.07,-,2.03,2.91,-0.36,5.34,0.80,4.06,2.07,2.24,32.71,38.07,-,-89.08,15.96,19.40,0.41,-0.55,-88.34,-0.04,-4.41,41.77,43.17,27.16,56.24,-82.69
261,Coelba,CEEB3,BM&FBovespa,Utilities,Electric Utilities,36.75,-0.68%,9.63B,9.10K,-,-0.68,14.31B,1.60K,6.15,-,8.39,-,Strong Sell,Strong Sell,Strong Sell,Sell,Strong Buy,-0.68,-0.70,-7.89,9.70,13.08,-6.49,11.40,22.82%,6.02,0.68,11.23,0.00,1.73,2.18,-59.46,-5.68,38.61,-17.46,1.35,15.08,15.59,0.58,0.00,2.42,243.24,7.92,44,30,-16.48,22.50,-4.82%,23.71,-,22.67,15.26,13.53,10.64,11.26,8.87,0.78,1.17,161.84,251.99,-,527.19,98.74,47.66,1.09,-1.77,-96.08,-0.47,-6.70,35.62,41.46,0.00,28.36,-59.02
262,Coelba Pref,CEEB5,BM&FBovespa,Utilities,Electric Utilities,35.05,0%,9.63B,0.00,-,0.19,14.31B,117.00,6.15,-,8.39,-,Strong Sell,Strong Sell,Neutral,Strong Sell,Buy,0.00,0.00,-7.74,-3.26,-3.26,-4.05,-3.26,23.93%,6.02,0.68,11.23,0.00,1.73,2.18,-59.46,-5.68,38.61,-17.46,1.35,15.08,15.59,0.58,0.00,2.42,243.24,7.92,46.66,29.05,-24.88,20.65,-24.88%,23.71,-,22.67,15.26,13.53,10.64,11.26,8.87,0.78,1.17,161.84,251.99,-,527.19,98.74,71.92,3.19,-4.85,-21.22,-2.34,20.65,45.81,57.33,24.09,50.49,-75.34
263,USIMINAS PNA,USIM5,BM&FBovespa,Materials,Metals & Mining,7.86,0.13%,9.59B,13.92M,1.79,0.04,33.35B,20.55M,4.07,1.38,1.84,-,Buy,Strong Buy,Strong Buy,Sell,Strong Sell,0.13,5.22,3.42,-45.35,-43.85,-8.81,-43.77,23.36%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,16.66,6.89,-52.82,14.08,8.16%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,17.55,0.35,0.31,117.66,0.06,-0.63,53.79,60.98,100.00,51.69,-26.97
264,USIMINAS ON,USIM3,BM&FBovespa,Materials,Metals & Mining,7.74,0.13%,9.59B,207.50K,1.79,-0.06,33.35B,440.23K,4.07,1.38,1.67,-,Neutral,Strong Buy,Buy,Strong Sell,Strong Sell,0.13,3.75,1.71,-43.82,-41.06,-18.10,-41.11,21.57%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,15.08,7.13,-48.67,8.56,4.47%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,18.57,0.32,0.16,103.81,0.05,0.13,51.19,68.77,100.00,61.52,-25.68
